title;type;year;filename;book;word_count;char_count;source
tagebuch_031;diary;1912;tagebuch_31_diaries.txt;tagebuecher;1632;9162;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_040;diary;1912;tagebuch_40_diaries.txt;tagebuecher;1629;8898;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
ein_bericht_für_eine_akademie_01;fiction;1917;bericht_fuer_akademie_01_fiction.txt;ein_landarzt;1626;8907;https://www.gutenberg.org/files/21989/21989-h/21989-h.htm
der_bau_03;fiction;1924;der_bau_03_fiction.txt;magazine;1618;8571;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
das_schloss_18;fiction;1922;das_schloss_18_fiction.txt;das_schloss;1610;8451;https://www.projekt-gutenberg.org/kafka/schloss/
der_bau_05;fiction;1924;der_bau_05_fiction.txt;magazine;1610;8342;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
der_bau_08;fiction;1924;der_bau_08_fiction.txt;magazine;1610;8532;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
elf_soehne;fiction;1916;elf_soehne_fiction.txt;ein_landarzt;1606;8647;https://www.gutenberg.org/files/21989/21989-h/21989-h.htm
tagebuch_082;diary;1911;tagebuch_82_diaries.txt;reisetagebuecher;1604;8784;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
der_bau_02;fiction;1924;der_bau_02_fiction.txt;magazine;1594;8604;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
der_bau_07;fiction;1924;der_bau_07_fiction.txt;magazine;1593;8374;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
tagebuch_039;diary;1912;tagebuch_39_diaries.txt;tagebuecher;1592;8411;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
der_bau_01;fiction;1924;der_bau_01_fiction.txt;magazine;1590;8496;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
tagebuch_074;diary;1922;tagebuch_74_diaries.txt;tagebuecher;1587;8874;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
der_bau_04;fiction;1924;der_bau_04_fiction.txt;magazine;1586;8541;https://www.projekt-gutenberg.org/kafka/misc/chap036.html
besuch_im_bergwerk_ein_altes_blatt;fiction;1920;bergwerk_blatt_fiction.txt;ein_landarzt;1563;8417;https://www.gutenberg.org/files/21989/21989-h/21989-h.htm
das_schloss_35;fiction;1922;das_schloss_35_fiction.txt;das_schloss;1562;8336;https://www.projekt-gutenberg.org/kafka/schloss/
tagebuch_069;diary;1917;tagebuch_69_diaries.txt;tagebuecher;1559;8372;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_052;diary;1914;tagebuch_52_diaries.txt;tagebuecher;1558;8016;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
ein_bericht_für_eine_akademie_02;fiction;1917;bericht_fuer_akademie_01_fiction.txt;ein_landarzt;1554;8345;https://www.gutenberg.org/files/21989/21989-h/21989-h.htm
tagebuch_071;diary;1917;tagebuch_71_diaries.txt;tagebuecher;1552;8983;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_086;diary;1912;tagebuch_86_diaries.txt;reisetagebuecher;1552;8879;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
forschunges_eines_hundes_04;fiction;1922;forschunges_eines_hundes_04_fiction.txt;magazine;1547;8410;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
forschunges_eines_hundes_03;fiction;1922;forschunges_eines_hundes_03_fiction.txt;magazine;1545;8272;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
tagebuch_030;diary;1911;tagebuch_30_diaries.txt;tagebuecher;1543;8734;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_085;diary;1912;tagebuch_85_diaries.txt;reisetagebuecher;1534;9043;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
forschunges_eines_hundes_07;fiction;1922;forschunges_eines_hundes_07_fiction.txt;magazine;1530;8471;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
tagebuch_047;diary;1913;tagebuch_47_diaries.txt;tagebuecher;1527;8393;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
forschunges_eines_hundes_06;fiction;1922;forschunges_eines_hundes_06_fiction.txt;magazine;1524;8213;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
tagebuch_070;diary;1917;tagebuch_70_diaries.txt;tagebuecher;1524;8456;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
betrachtung_1913_04;fiction;1913;betrachtung_04_fiction.txt;ein_landarzt;1522;7895;https://www.projekt-gutenberg.org/kafka/erzaehlg/chap006.html
forschunges_eines_hundes_02;fiction;1922;forschunges_eines_hundes_02_fiction.txt;magazine;1520;8025;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
forschunges_eines_hundes_05;fiction;1922;forschunges_eines_hundes_05_fiction.txt;magazine;1506;8241;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
betrachtung_1913_02;fiction;1913;betrachtung_02_fiction.txt;ein_landarzt;1499;7916;https://www.projekt-gutenberg.org/kafka/erzaehlg/chap006.html
tagebuch_088;diary;1912;tagebuch_88_diaries.txt;reisetagebuecher;1484;8433;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
tagebuch_087;diary;1912;tagebuch_87_diaries.txt;reisetagebuecher;1477;8662;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
forschunges_eines_hundes_09;fiction;1922;forschunges_eines_hundes_09_fiction.txt;magazine;1476;7849;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
betrachtung_1913_01;fiction;1913;betrachtung_01_fiction.txt;ein_landarzt;1469;7528;https://www.projekt-gutenberg.org/kafka/erzaehlg/chap006.html
betrachtung_1913_03;fiction;1913;betrachtung_03_fiction.txt;ein_landarzt;1469;7394;https://www.projekt-gutenberg.org/kafka/erzaehlg/chap006.html
ein_hungerkuenstler;fiction;1924;ein_hungerkuenstler_fiction.txt;magazine;1469;7394;https://www.gutenberg.org/cache/epub/30655/pg30655.txt
forschunges_eines_hundes_08;fiction;1922;forschunges_eines_hundes_08_fiction.txt;magazine;1461;7693;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
forschunges_eines_hundes_01;fiction;1922;forschunges_eines_hundes_01_fiction.txt;magazine;1460;8122;https://www.projekt-gutenberg.org/kafka/misc/chap028.html
tagebuch_089;diary;1912;tagebuch_89_diaries.txt;reisetagebuecher;1454;7951;https://www.projekt-gutenberg.org/kafka/tagebuch/titlepage.html
das_schloss_27;fiction;1922;das_schloss_27_fiction.txt;das_schloss;1439;7529;https://www.projekt-gutenberg.org/kafka/schloss/
die_acht_oktavenhefte_11;fiction;1917;oktavenhefte_11_fiction.txt;notizen;1358;7263;https://www.projekt-gutenberg.org/kafka/oktavhef/oktavhef.html
das_schloss_33;fiction;1922;das_schloss_33_fiction.txt;das_schloss;1324;6932;https://www.projekt-gutenberg.org/kafka/schloss/
die_acht_oktavenhefte_06;fiction;1917;oktavenhefte_06_fiction.txt;notizen;1217;6643;https://www.projekt-gutenberg.org/kafka/oktavhef/oktavhef.html
die_acht_oktavenhefte_02;fiction;1917;oktavenhefte_02_fiction.txt;notizen;1097;5935;https://www.projekt-gutenberg.org/kafka/oktavhef/oktavhef.html
die_acht_oktavenhefte_09;fiction;1917;oktavenhefte_09_fiction.txt;notizen;1038;5721;https://www.projekt-gutenberg.org/kafka/oktavhef/oktavhef.html
